hhid,feed_Chickens,main_purpose_Chickens,form_contract_Chickens,contract_coverage_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_sold_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,breeding_Chickens,breeding_cost_Chickens,vax_Chickens,num_vax_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,trt_vax_spending_Chickens,cur_trt_Chickens,cur_trt_spending_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,purchase_spending_Chickens,provision_feed_Chickens,for_sale_live_Chickens,for_eggs_Chickens,for_eggs_sale_Chickens,for_gift_Chickens,for_meat_Chickens,for_hh_consum_Chickens,for_savings_Chickens,for_breeding_Chickens,bought_received_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,vax_pct_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_lost_pct_Chickens,eggs_kept_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_own_consump_pct_Chickens,eggs_own_consump_Chickens,eggs_sold_pct_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,feed_Ducks,main_purpose_Ducks,form_contract_Ducks,contract_coverage_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_sold_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,breeding_Ducks,breeding_cost_Ducks,vax_Ducks,num_vax_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,trt_vax_spending_Ducks,cur_trt_Ducks,cur_trt_spending_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,purchase_spending_Ducks,provision_feed_Ducks,for_sale_live_Ducks,for_eggs_Ducks,for_eggs_sale_Ducks,for_gift_Ducks,for_meat_Ducks,for_hh_consum_Ducks,for_savings_Ducks,for_breeding_Ducks,bought_received_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,vax_pct_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_lost_pct_Ducks,eggs_kept_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_own_consump_pct_Ducks,eggs_own_consump_Ducks,eggs_sold_pct_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,province
HID196016,1,3,0,,20,1,0,15,0,,0,13,0,17500,0,3,17,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,1,0,0,0,15,33,-18,38,.39473686,.86842108,-.47368422,53,.24528302,0,,,,,,,,,,,,,,800,,,,,17500,,17500,16000,40250,,17500,26250,446250,446250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID196030,1,1,0,,30,1,0,120,30,5000,0,150,0,17000,10,0,10,1,0,,0,,0,0,0,0,,0,,,,,,150000,0,1,0,0,0,1,0,0,0,30,150,170,-20,50,3,3.4000001,-.40000001,200,.75,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,39100,,17000,20400,204000,204000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID196037,1,1,0,,40,1,1,30,0,,0,30,5,12000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,30,40,-10,50,.60000002,.80000001,-.2,80,.375,0,,,,,,,,,,,,,,800,,,,,15000,12000,,16000,27600,138000,12000,14400,72000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID196078,2,1,0,,10,1,0,0,0,,0,0,0,17000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,,,,,,,,,,,800,,,800,,,,,17000,,17000,16000,39100,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID196320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID196392,1,3,0,,10,1,0,0,0,,0,5,0,14000,0,0,3,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,0,8,-8,18,0,.44444445,-.44444445,18,.27777779,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,32200,,14000,21000,63000,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID196402,1,1,0,,10,1,0,20,0,,0,20,8,13000,0,0,0,0,0,,1,0,0,0,0,0,,1,10000,,,,,,0,1,0,0,0,0,0,0,0,0,20,28,-8,18,1.1111112,1.5555556,-.44444445,38,.52631581,0,,,,,,,,,,,,,,800,,,,,17000,13000,,16000,29900,239200,13000,,,239200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID196653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID196690,1,1,0,,50,1,0,20,0,,0,5,10,16000,0,0,10,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,20,25,-5,55,.36363637,.45454547,-.090909094,75,.06666667,0,,,,,,,,,,,,,,800,,,,,16000,16000,,16000,36800,368000,16000,20800,208000,576000,1,3,0,,15,1,0,5,0,,0,3,0,12000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,5,8,-3,18,.27777779,.44444445,-.16666667,23,.13043478,0,,,,,,,,,,,500,,,500,,,,,12000,,12000,12000,18000,,12000,18000,90000,90000,20
HID196869,1,3,0,,30,1,0,20,0,,0,10,0,15000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,20,15,5,25,.80000001,.60000002,.2,45,.22222222,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,19500,97500,97500,1,3,0,,10,1,0,12,0,,0,10,0,11500,0,0,4,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,12,14,-2,12,1,1.1666666,-.16666667,24,.41666666,0,,,,,,,,,,,,,,500,,,,,11500,,11500,12000,17250,,11500,20700,82800,82800,6
HID196907,2,3,0,,20,1,0,50,5,19000,0,53,0,15000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,95000,1,0,0,0,0,0,1,0,0,5,55,53,2,18,3.0555556,2.9444444,.11111111,73,.72602737,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
HID196911,1,1,0,,30,1,0,30,0,,0,25,10,16000,0,0,10,0,0,,1,0,0,0,0,0,,1,12000,,,,,,0,1,0,0,0,1,0,0,0,0,30,45,-15,45,.66666669,1,-.33333334,75,.33333334,0,,,,,,,,,,,,,,800,,,,,17000,18000,16000,16000,36800,368000,16000,22400,224000,592000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HID197134,1,3,0,,2,1,0,20,0,,0,5,0,15000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,20,10,10,1,20,10,10,21,.23809524,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,19500,97500,97500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID197394,2,3,0,,20,1,0,5,0,,0,10,5,16000,1,0,2,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,1,0,0,0,5,18,-13,33,.15151516,.54545456,-.39393941,38,.2631579,0,,,,,,,,,,,,,,800,,,,,16000,16000,,16000,36800,184000,16000,19200,38400,222400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID197588,1,3,0,,12,1,1,64,0,,0,45,0,18000,0,0,10,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,64,55,9,3,21.333334,18.333334,3,67,.67164177,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,23400,234000,234000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID197706,1,3,0,,30,1,0,100,0,,0,30,0,18000,0,0,50,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,100,80,20,10,10,8,2,110,.27272728,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,27000,1350000,1350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID197738,2,1,0,,45,1,0,25,0,,0,36,0,18000,0,0,30,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,0,0,0,0,25,66,-41,86,.29069766,.76744187,-.47674417,111,.32432431,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,36000,1080000,1080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID197808,1,3,0,,4,1,0,5,0,,0,0,0,15000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,5,0,5,1,5,0,5,6,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID198184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID198229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID198236,2,3,0,,17,1,0,40,0,,0,20,0,16000,0,2,20,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,1,1,1,0,0,0,40,42,-2,19,2.1052632,2.2105262,-.10526316,59,.33898306,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,24000,480000,480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
HID198245,2,3,0,,15,1,0,10,0,,0,5,0,17500,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,10,10,0,15,.66666669,.66666669,0,25,.2,0,,,,,,,,,,,,,,800,,,,,17500,,17500,16000,40250,,17500,29750,148750,148750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID198266,1,3,0,,60,1,0,40,0,,0,20,0,15000,0,0,20,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,40,40,0,60,.66666669,.66666669,0,100,.2,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,21000,420000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID198307,2,3,0,,35,1,0,12,0,,0,8,4,20000,0,3,10,0,0,,0,,0,0,0,0,,1,10000,,,,,,1,1,0,0,1,1,1,0,0,0,12,25,-13,48,.25,.52083331,-.27083334,60,.13333334,0,,,,,,,,,,,800,,,800,,,,,20000,20000,,16000,46000,184000,20000,24000,240000,424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
HID198354,2,3,0,,40,1,0,20,0,,0,15,0,18000,0,0,10,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,20,25,-5,45,.44444445,.55555558,-.11111111,65,.23076923,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,32400,324000,324000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
HID198407,2,3,0,,30,1,0,40,0,,0,20,5,14000,0,0,4,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,1,0,0,0,40,29,11,19,2.1052632,1.5263158,.57894737,59,.33898306,0,,,,,,,,,,,,,,800,,,,,14000,14000,,16000,32200,161000,14000,19600,78400,239400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
HID198489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID198529,2,1,0,,100,1,0,60,0,,0,10,50,18000,0,0,10,0,0,,1,0,1,60,1,1,100000,0,,,,,,,1,1,0,0,0,1,0,0,0,0,60,70,-10,110,.54545456,.63636363,-.090909094,170,.05882353,.35294119,,,,,,,,,,,800,,,800,,,,,17000,18000,,16000,41400,2070000,18000,21600,216000,2286000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID198567,2,1,0,,100,1,0,0,0,,0,20,0,15000,0,30,50,0,1,1,0,,1,100,1,0,34500,1,35000,,,,,,1,1,0,0,1,1,0,0,0,0,0,100,-100,200,0,.5,-.5,200,.1,.5,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,15000,750000,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID198635,1,3,0,,30,1,0,10,4,28000,0,20,0,15000,0,0,8,0,0,,0,,0,0,0,0,,0,,,,,,112000,0,0,0,0,0,1,1,0,0,4,14,28,-14,44,.31818181,.63636363,-.31818181,58,.34482759,0,,,,,,,,,,,800,,,800,,,,,15000,,15000,16000,34500,,15000,22500,180000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID199089,1,3,0,,2,1,0,10,0,,0,0,0,14000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,10,0,10,1,10,0,10,11,0,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,32200,,14000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID199213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID199278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID199562,2,3,0,,15,1,0,10,0,,0,8,0,17000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,10,13,-3,18,.55555558,.72222221,-.16666667,28,.2857143,0,,,,,,,,,,,800,,,800,,,,,17000,,17000,16000,39100,,17000,20400,102000,102000,2,3,0,,20,1,0,0,20,3500,0,6,0,10000,0,4,4,0,0,,0,,0,0,0,0,,0,,2,20,3,400,70000,1,0,1,0,1,1,1,0,0,20,20,14,6,14,1.4285715,1,.42857143,34,.17647059,0,120,1095.75,,,,,1,120,,,400,,400,500,,48000,48000,,10000,,10000,12000,15000,,10000,15000,60000,108000,21
HID199601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID199652,2,3,0,,20,1,0,30,0,,5,30,0,15000,5,2,3,0,0,,1,0,1,30,0,0,30000,1,20000,,,,,,1,0,0,0,1,1,1,0,0,5,35,40,-5,25,1.4,1.6,-.2,60,.5,.5,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,22500,67500,67500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID200008,2,3,0,,6,1,0,0,0,,0,0,0,18000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,6,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID200107,1,3,0,,10,1,0,40,0,,0,30,5,17000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,1,0,0,0,40,40,0,10,4,4,0,50,.60000002,0,,,,,,,,,,,,,,800,,,,,17000,17000,,16000,39100,195500,17000,20400,102000,297500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID200201,2,1,0,,10,1,0,0,0,,0,5,0,15000,0,0,4,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,0,0,0,0,0,9,-9,19,0,.47368422,-.47368422,19,.2631579,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,22500,90000,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID200285,2,3,0,,35,1,0,0,0,,0,0,0,15000,0,0,3,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,0,3,-3,38,0,.078947365,-.078947365,38,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,22500,67500,67500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID200309,1,1,0,,10,1,0,0,0,,0,0,3,18000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,3,-3,13,0,.23076923,-.23076923,13,0,0,,,,,,,,,,,,,,800,,,,,17000,18000,,16000,41400,124200,18000,,,124200,1,1,0,,8,1,0,0,0,,0,0,2,12000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,2,-2,10,0,.2,-.2,10,0,0,,,,,,,,,,,450,,,500,,,,,13000,,,12000,18000,36000,12000,,,36000,14
HID200490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID200598,2,1,0,,50,1,0,0,0,,0,20,10,14000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,0,0,0,0,0,35,-35,85,0,.41176471,-.41176471,85,.23529412,0,,,,,,,,,,,,,,800,,,,,15000,14000,,16000,32200,322000,14000,21000,105000,427000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID200810,1,1,0,,20,1,0,10,0,,0,0,0,17500,0,0,3,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,10,3,7,13,.76923078,.23076923,.53846157,23,0,0,,,,,,,,,,,,,,800,,,,,17500,,17500,16000,40250,,17500,26250,78750,78750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID200844,1,1,0,,25,1,0,35,0,,0,25,20,13500,0,0,6,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,35,51,-16,41,.85365856,1.2439024,-.39024389,76,.32894737,0,,,,,,,,,,,,,,800,,,,,15000,13500,,16000,31050,621000,13500,21600,129600,750600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
HID200867,1,3,0,,15,1,0,13,0,,0,8,0,18000,4,0,6,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,13,18,-5,20,.64999998,.89999998,-.25,33,.24242425,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,27000,162000,162000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
HID201005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID201035,1,1,0,,10,1,0,10,0,,0,5,10,16000,0,0,4,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,10,19,-9,19,.52631581,1,-.47368422,29,.1724138,0,,,,,,,,,,,,,,800,,,,,17000,16000,,16000,36800,368000,16000,22400,89600,457600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID201192,1,3,0,,12,1,1,28,0,,0,15,0,15000,0,0,2,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,28,17,11,1,28,17,11,29,.51724136,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,18000,36000,36000,1,3,0,,6,1,1,0,0,,0,0,0,10000,0,0,0,0,0,,0,,0,0,0,0,,0,,12,10,3,500,,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,6,0,0,360,1095.75,,,,,1,360,,,,,,500,,180000,180000,,10000,,10000,12000,15000,,10000,,,180000,15
HID201243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID201250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
