hhid,province,feed_Buffalo,form_contract_Buffalo,contract_coverage_Buffalo,main_purpose_Buffalo,livestockage_Buffalo,num_ado_male_Buffalo,num_ado_fem_Buffalo,num_adult_male_Buffalo,num_adult_fem_Buffalo,births_Buffalo,bought_received_Buffalo,deaths_Buffalo,sold_Buffalo,sale_price_Buffalo,stolen_Buffalo,gift_Buffalo,slghtr_Buffalo,num_vax_Buffalo,num_Buffalo,provision_feed_Buffalo,for_sale_live_Buffalo,for_gift_Buffalo,for_meat_Buffalo,for_draught_Buffalo,for_breeding_Buffalo,for_milk_Buffalo,growth_Buffalo,loss_Buffalo,net_growth_Buffalo,num_start_Buffalo,growth_pct_Buffalo,loss_pct_Buffalo,net_growth_pct_Buffalo,peak_num_Buffalo,mortality_rt_Buffalo,sale_rate_Buffalo,vax_pct_Buffalo,vax_Buffalo,price_prov_med_Buffalo,sale_price_obs_Buffalo,sale_price_impt_Buffalo,price_natl_med_Buffalo,sale_revenue_Buffalo,slghtr_unit_value_Buffalo,slghtr_value_Buffalo,prod_value_Buffalo,feed_Cattle,form_contract_Cattle,contract_coverage_Cattle,main_purpose_Cattle,livestockage_Cattle,num_ado_male_Cattle,num_ado_fem_Cattle,num_adult_male_Cattle,num_adult_fem_Cattle,births_Cattle,bought_received_Cattle,deaths_Cattle,sold_Cattle,sale_price_Cattle,stolen_Cattle,gift_Cattle,slghtr_Cattle,num_vax_Cattle,num_Cattle,provision_feed_Cattle,for_sale_live_Cattle,for_gift_Cattle,for_meat_Cattle,for_draught_Cattle,for_breeding_Cattle,for_milk_Cattle,growth_Cattle,loss_Cattle,net_growth_Cattle,num_start_Cattle,growth_pct_Cattle,loss_pct_Cattle,net_growth_pct_Cattle,peak_num_Cattle,mortality_rt_Cattle,sale_rate_Cattle,vax_pct_Cattle,vax_Cattle,price_prov_med_Cattle,sale_price_obs_Cattle,sale_price_impt_Cattle,price_natl_med_Cattle,sale_revenue_Cattle,slghtr_unit_value_Cattle,slghtr_value_Cattle,prod_value_Cattle,feed_Pigs,form_contract_Pigs,contract_coverage_Pigs,main_purpose_Pigs,livestockage_Pigs,num_ado_male_Pigs,num_ado_fem_Pigs,num_adult_male_Pigs,num_adult_fem_Pigs,births_Pigs,bought_received_Pigs,deaths_Pigs,sold_Pigs,sale_price_Pigs,stolen_Pigs,gift_Pigs,slghtr_Pigs,num_vax_Pigs,num_Pigs,provision_feed_Pigs,for_sale_live_Pigs,for_gift_Pigs,for_meat_Pigs,for_draught_Pigs,for_breeding_Pigs,for_milk_Pigs,growth_Pigs,loss_Pigs,net_growth_Pigs,num_start_Pigs,growth_pct_Pigs,loss_pct_Pigs,net_growth_pct_Pigs,peak_num_Pigs,mortality_rt_Pigs,sale_rate_Pigs,vax_pct_Pigs,vax_Pigs,price_prov_med_Pigs,sale_price_obs_Pigs,sale_price_impt_Pigs,price_natl_med_Pigs,sale_revenue_Pigs,slghtr_unit_value_Pigs,slghtr_value_Pigs,prod_value_Pigs,raised_Cattle,raised_Buffalo,raised_Pigs,zone
HID292631,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID292730,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Mountain
HID292762,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,1,1,2,0,2,0,1,1400000,0,0,0,0,4,0,1,0,0,0,0,0,2,1,1,3,.66666669,.33333334,.33333334,5,0,.2,0,0,1775000,1400000,,2000000,1400000,,,1400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID292854,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,2,1,0,3,3,0,0,0,,0,0,0,6,6,0,1,0,0,0,0,0,3,0,3,3,1,0,1,6,0,0,1,1,1775000,,1775000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID292856,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Coastal
HID293097,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID293128,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,1,0,3,0,0,0,0,0,10,1300000,0,0,0,0,3,1,1,0,0,0,0,0,0,10,-10,13,0,.76923078,-.76923078,13,0,.76923078,0,0,700000,1300000,,600000,13000000,,,13000000,0,0,1,Tonle Sap
HID293139,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID293162,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID293287,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,5,1,2,2,0,0,0,2,0,2,1200000,0,0,0,0,4,1,1,0,0,0,0,0,2,2,0,4,.5,.5,0,6,0,.33333334,0,0,630000,1200000,,600000,2400000,,,2400000,0,0,1,Tonle Sap
HID293310,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,1,0,2,2,0,0,1,1500000,0,0,0,0,4,0,1,0,0,0,0,0,2,1,1,3,.66666669,.33333334,.33333334,5,0,.2,0,0,1800000,1500000,,2000000,1500000,,,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Tonle Sap
HID293316,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,2,0,1,1,0,0,0,,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,3,.33333334,0,.33333334,4,0,0,0,0,2000000,,2000000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID293388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID293526,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID293572,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID293613,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,1,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,427500,,427500,600000,,,,0,0,0,1,Plain
HID293726,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,2,0,0,3,2,0,0,0,,0,0,0,0,5,0,1,0,0,0,0,0,2,0,2,3,.66666669,0,.66666669,5,0,0,0,0,1775000,,1775000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID293749,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,0,2,1,0,0,0,1,3000000,0,0,0,0,3,0,1,0,0,0,0,0,0,1,-1,4,0,.25,-.25,4,0,.25,0,0,3000000,,3000000,2000000,3000000,,,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Mountain
HID293801,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID293994,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID294194,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Mountain
HID294229,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID294263,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Coastal
HID294271,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID294286,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID294329,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID294376,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,2,1,7,6,7,0,0,0,20,30,581000,0,0,0,0,20,1,1,0,1,0,0,0,0,50,-50,70,0,.71428573,-.71428573,70,.2857143,.42857143,0,0,700000,581000,,600000,17430000,,,17430000,0,0,1,Tonle Sap
HID294414,15,1,0,,5,2,0,0,1,6,0,0,0,2,4000000,0,0,0,7,7,0,1,0,0,0,0,0,0,2,-2,9,0,.22222222,-.22222222,9,0,.22222222,.77777779,1,3100000,4000000,,3200000,8000000,,,8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,Tonle Sap
HID294424,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,4,2,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1450000,,1450000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Mountain
HID294441,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,4,2,2,1,0,3,1,0,0,1,1300000,0,0,0,0,6,1,1,0,0,0,1,0,1,1,0,6,.16666667,.16666667,0,7,0,.14285715,0,0,2000000,1300000,,2000000,1300000,,,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Tonle Sap
HID294466,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID294468,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID294477,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID294599,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID294657,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID294736,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,1,0,3,2,0,0,2,1500000,0,0,0,0,4,0,1,0,0,0,0,0,2,2,0,4,.5,.5,0,6,0,.33333334,0,0,1775000,1500000,,2000000,3000000,,,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID294766,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID294869,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,0,0,0,0,0,0,7,1500000,0,0,0,0,0,0,1,0,0,0,0,0,0,7,-7,7,0,1,-1,7,0,1,0,0,2850000,1500000,,2000000,10500000,,,10500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID295203,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID295239,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID295368,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,4,2,1,0,0,1,0,0,0,0,,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,1,3000000,,3000000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Coastal
HID295461,20,1,0,,5,2,0,1,0,2,0,0,0,0,,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3200000,,3200000,3200000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,Plain
HID295612,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,2,2,0,3,0,2,5,0,0,2,2000000,0,0,0,0,5,0,1,0,1,0,0,0,5,2,3,2,2.5,1,1.5,7,0,.2857143,0,0,3000000,2000000,,2000000,4000000,,,4000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Mountain
HID295716,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,0,0,1,2,0,0,2,2750000,0,0,0,3,2,0,1,0,0,0,0,0,2,2,0,2,1,1,0,4,0,.5,.75,1,2750000,,2750000,2000000,5500000,,,5500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID295982,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,2,0,3,0,0,0,0,5,4500000,0,0,0,0,5,0,1,0,0,0,0,0,0,5,-5,10,0,.5,-.5,10,0,.5,0,0,3000000,4500000,,2000000,22500000,,,22500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Coastal
HID296026,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,1,8,4,0,2,12,0,0,12,630000,0,0,0,12,14,1,1,0,0,0,0,0,12,12,0,14,.85714287,.85714287,0,26,0,.46153846,.46153846,1,480000,630000,,600000,7560000,,,7560000,0,0,1,Plain
HID296113,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID296132,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,4,2,2,1,0,3,1,0,1,0,,0,0,0,0,6,0,0,0,0,0,1,0,1,1,0,6,.16666667,.16666667,0,7,.14285715,0,0,0,1700000,,1700000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Mountain
HID296145,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID296245,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,0,1,0,1,1,0,0,1,2000000,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,2,.5,.5,0,3,0,.33333334,0,0,2000000,2000000,,2000000,2000000,,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID296250,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,2,1,0,4,1,0,0,0,,0,0,0,7,7,0,1,0,0,0,0,0,1,0,1,6,.16666667,0,.16666667,7,0,0,1,1,3000000,,3000000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Mountain
HID296268,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,1,0,1,0,0,0,0,,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,1,2850000,,2850000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID296272,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,1,0,1,1,1,0,0,3,2000000,0,0,0,0,3,0,1,0,0,0,0,0,1,3,-2,5,.2,.60000002,-.40000001,6,0,.5,0,0,3000000,2000000,,2000000,6000000,,,6000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Mountain
HID296315,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID296396,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,5,2,2,0,0,3,0,0,0,0,,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,.40000001,1,1775000,,1775000,2000000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Plain
HID296401,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID296554,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID296606,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID296619,11,1,0,,5,2,1,0,0,2,1,0,0,0,,1,0,0,3,3,0,1,0,0,0,0,0,1,1,0,3,.33333334,.33333334,0,4,0,0,.75,1,4000000,,4000000,3200000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,Mountain
HID296620,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID296790,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID296797,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Mountain
HID296801,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID296827,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID296965,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Plain
HID297007,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Tonle Sap
HID297016,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Mountain
HID297084,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,2,9,2,0,4,4,0,0,3,1500000,0,0,0,0,15,1,1,0,0,0,0,0,4,3,1,14,.2857143,.21428572,.071428575,18,0,.16666667,0,0,2000000,1500000,,2000000,4500000,,,4500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,Tonle Sap
